,NA06984,NA06985,NA06986,NA06989,NA06994,NA07000,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11832,NA11840,NA11843,NA11881,NA11892,NA11893,NA11894,NA11918,NA11919,NA11920,NA11930,NA11931,NA11932,NA11933,NA11992,NA11994,NA11995,NA12003,NA12004,NA12005,NA12006,NA12043,NA12044,NA12045,NA12046,NA12058,NA12144,NA12154,NA12155,NA12156,NA12234,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12414,NA12489,NA12546,NA12716,NA12717,NA12718,NA12748,NA12749,NA12750,NA12751,NA12760,NA12761,NA12762,NA12763,NA12775,NA12776,NA12777,NA12778,NA12812,NA12813,NA12814,NA12815,NA12827,NA12828,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12878,NA12889,NA12890,NA18525,NA18526,NA18528,NA18530,NA18531,NA18532,NA18533,NA18534,NA18535,NA18536,NA18537,NA18538,NA18539,NA18541,NA18542,NA18543,NA18544,NA18545,NA18546,NA18547,NA18548,NA18549,NA18550,NA18552,NA18553,NA18555,NA18557,NA18558,NA18559,NA18560,NA18561,NA18562,NA18563,NA18564,NA18565,NA18566,NA18567,NA18570,NA18571,NA18572,NA18573,NA18574,NA18577,NA18579,NA18582,NA18591,NA18592,NA18593,NA18595,NA18596,NA18597,NA18599,NA18602,NA18603,NA18605,NA18606,NA18608,NA18609,NA18610,NA18611,NA18612,NA18613,NA18614,NA18615,NA18616,NA18617,NA18618,NA18619,NA18620,NA18621,NA18622,NA18623,NA18624,NA18625,NA18626,NA18627,NA18628,NA18629,NA18630,NA18631,NA18632,NA18633,NA18634,NA18635,NA18636,NA18637,NA18638,NA18639,NA18640,NA18641,NA18642,NA18643,NA18644,NA18645,NA18646,NA18647,NA18648,NA18740,NA18745,NA18747,NA18748,NA18749,NA18757,NA18486,NA18488,NA18489,NA18499,NA18501,NA18502,NA18504,NA18505,NA18507,NA18508,NA18510,NA18511,NA18516,NA18517,NA18519,NA18520,NA18522,NA18523,NA18853,NA18856,NA18858,NA18861,NA18864,NA18865,NA18867,NA18868,NA18870,NA18871,NA18873,NA18874,NA18876,NA18877,NA18878,NA18879,NA18881,NA18907,NA18908,NA18909,NA18910,NA18912,NA18915,NA18916,NA18917,NA18923,NA18924,NA18933,NA18934,NA19092,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19141,NA19143,NA19144,NA19146,NA19147,NA19149,NA19152,NA19153,NA19159,NA19160,NA19171,NA19172,NA19175,NA19184,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19201,NA19204,NA19206,NA19207,NA19209,NA19210,NA19213,NA19214,NA19222,NA19223,NA19225,NA19235,NA19236,NA19238,NA19239,NA19240,NA19247,NA19248,NA19256,NA19257
150176500,39,93,85,39,32,53,39,43,20,38,75,32,62,42,96,16,50,125,39,48,44,31,33,33,70,80,76,61,24,40,38,66,138,24,33,67,82,60,18,66,68,39,52,45,58,130,38,42,23,16,38,32,48,39,46,13,39,57,148,50,41,44,76,46,24,46,79,47,28,40,32,55,36,49,37,51,36,36,39,40,39,50,41,63,15,59,51,52,28,32,39,46,42,44,73,42,25,53,42,67,54,41,21,47,41,39,23,28,48,38,42,43,49,47,55,41,37,61,49,40,53,47,50,77,52,61,51,37,53,46,40,35,57,52,36,51,41,56,28,53,34,70,62,56,22,46,43,56,46,52,63,28,48,63,65,64,23,40,35,68,13,65,31,29,44,22,12,69,54,88,84,70,30,42,50,36,35,14,36,56,68,32,36,67,64,57,17,59,54,30,35,26,38,38,64,30,43,51,46,29,49,37,47,42,80,79,48,31,87,38,33,39,54,19,46,55,99,27,36,39,33,78,32,36,51,38,95,104,66,39,64,23,33,35,40,27,30,32,68,24,75,92,41,31,21,27,35,31,31,56,34,61,54,48,33,104,25,35,32,44,33,51,36,66,45,35,35,44,38,29,19,4,29,60,28,31,68,24,41,21,58,32,41,53,40,39,34,26,34,30,30,62,47,27,31,22,117,25,43,26,42,56,34,36,17,12,52,35,21,34
150177000,27,57,47,26,23,28,26,23,17,23,48,16,53,13,47,23,24,94,39,30,19,22,20,19,41,26,58,40,22,34,30,41,106,31,40,31,44,28,11,51,30,49,35,35,37,65,22,24,19,20,21,15,41,35,25,11,21,53,115,23,16,21,26,27,10,27,36,25,22,35,19,37,18,28,43,36,23,45,35,29,18,32,26,34,27,37,39,39,23,34,30,26,22,28,35,36,18,41,31,34,24,55,6,38,23,27,13,30,24,26,35,45,25,25,27,16,16,28,10,11,20,19,24,47,25,28,21,16,29,18,17,20,30,26,30,37,21,25,14,21,26,35,24,23,19,24,23,17,27,23,26,12,29,26,29,23,10,16,27,23,11,23,26,20,26,16,7,27,25,42,39,36,17,21,28,42,33,17,19,26,26,27,21,25,32,22,15,33,27,17,14,21,30,21,34,12,17,19,37,34,32,27,44,26,48,35,31,13,39,20,25,16,42,12,29,16,51,24,16,13,23,43,10,8,29,10,95,69,50,19,56,27,22,19,27,8,27,15,54,12,38,65,28,12,24,19,39,19,18,22,29,32,14,48,15,54,11,15,24,19,25,38,32,52,20,16,31,40,27,21,16,16,15,38,13,18,80,32,33,15,66,27,31,26,18,40,14,29,28,23,28,54,33,22,13,37,76,35,43,24,14,47,43,18,18,15,44,37,5,15
150177500,51,73,76,35,25,35,26,29,23,27,59,25,45,23,77,26,51,83,36,30,43,31,34,32,46,64,61,26,23,13,45,51,83,30,30,59,67,58,36,49,57,26,64,45,72,92,44,36,21,15,28,20,33,23,27,15,28,46,86,40,40,39,54,59,21,47,52,52,23,33,15,25,48,35,45,43,27,42,36,33,25,58,33,42,32,45,64,28,18,32,28,27,29,44,24,62,22,39,29,72,25,46,16,42,35,37,14,41,32,22,39,29,35,29,50,33,29,39,22,16,37,35,29,52,22,33,32,25,43,22,14,21,47,24,33,32,28,16,15,28,28,54,36,35,26,32,34,23,28,23,32,14,37,26,25,38,19,31,47,54,13,37,22,53,41,12,22,52,34,50,40,44,24,42,27,43,25,7,33,40,43,30,24,45,47,38,37,49,40,40,21,27,33,49,41,19,38,38,51,34,41,42,64,24,60,47,25,23,59,16,23,17,56,16,29,24,85,54,23,23,30,73,18,21,47,28,103,62,43,35,48,60,25,40,39,25,40,25,64,23,58,70,32,42,21,19,37,27,29,42,22,43,34,54,23,73,26,19,35,26,29,46,48,81,31,18,62,58,28,26,24,14,19,54,33,35,61,31,41,19,50,41,19,57,43,54,33,22,28,20,21,63,27,39,15,27,80,59,34,13,19,55,33,12,21,23,32,58,24,32
150178000,50,94,45,35,30,53,35,26,34,37,57,41,59,32,81,25,48,97,36,64,48,36,37,26,62,80,86,45,36,32,32,50,106,12,29,64,85,64,33,69,84,30,51,66,67,73,39,42,21,20,40,27,47,30,41,9,48,17,62,69,61,45,44,62,29,54,70,61,26,24,11,34,59,39,39,49,28,52,36,45,33,54,41,75,35,70,63,38,33,31,14,45,45,47,84,64,21,37,53,11,42,25,32,7,44,52,8,6,50,14,24,3,38,33,47,50,11,36,6,15,29,49,30,44,8,55,44,22,10,21,18,42,29,31,29,68,15,25,4,21,19,82,72,65,36,41,22,26,5,36,77,12,62,7,12,59,14,54,22,26,12,47,35,52,40,14,11,104,80,42,47,35,19,21,53,49,32,2,31,47,65,21,17,62,33,33,44,50,29,57,31,2,22,44,42,16,57,29,78,33,35,54,44,43,42,31,36,25,87,29,44,31,77,26,24,29,57,42,19,28,17,71,19,28,65,42,111,78,46,19,92,48,37,61,55,38,27,21,81,34,77,69,38,53,25,20,32,20,26,36,27,48,58,27,23,94,29,29,32,29,24,75,82,54,47,10,71,27,30,29,16,28,26,76,23,38,89,32,58,34,42,42,32,92,69,68,38,6,25,9,32,73,28,34,20,38,119,76,32,28,41,48,27,26,29,10,51,48,29,34
150178500,48,104,46,27,35,66,36,35,40,30,33,32,50,27,92,31,34,116,45,39,43,37,38,29,57,84,59,38,25,34,44,58,91,11,47,48,95,70,34,76,72,28,47,69,66,76,46,35,14,15,30,35,38,39,30,9,49,11,40,57,40,39,42,62,20,56,35,41,24,33,20,22,38,42,29,37,26,46,37,54,27,46,41,60,31,47,44,40,35,24,21,38,40,58,61,39,13,44,50,1,52,12,28,0,58,49,7,0,51,12,15,1,56,25,26,40,0,40,1,11,26,47,18,36,0,43,48,25,0,12,26,40,32,24,15,52,0,24,0,20,12,60,57,55,21,57,25,20,0,18,52,17,49,0,0,60,14,39,12,14,5,39,21,37,31,3,7,71,55,43,38,33,24,23,39,52,38,0,19,32,63,3,13,49,34,19,33,39,20,51,30,0,23,48,35,13,58,19,49,14,38,36,31,37,40,29,47,15,87,34,29,24,65,34,17,30,38,14,25,28,24,80,17,22,51,30,92,75,42,18,57,56,26,45,39,28,27,29,81,38,52,49,49,38,30,19,31,20,25,23,34,53,70,18,48,67,24,24,24,21,14,69,58,34,45,17,71,41,12,30,11,26,28,93,23,39,42,39,39,39,28,43,27,51,53,51,23,6,20,4,27,59,17,28,45,24,90,54,31,14,35,24,33,17,28,12,46,57,26,33
150179000,47,80,37,26,41,49,27,40,30,30,34,28,59,36,66,17,42,93,45,26,53,35,38,37,61,83,71,57,33,26,33,51,114,24,48,76,82,83,43,78,68,18,47,52,61,105,31,39,29,30,41,33,35,35,22,18,41,19,46,43,43,53,48,56,21,41,47,55,26,23,20,35,39,49,27,39,33,50,38,61,27,56,45,61,29,29,37,30,37,38,22,42,34,61,59,20,25,44,47,1,38,23,25,0,52,48,9,0,38,12,18,1,53,23,18,30,0,22,0,20,21,35,21,40,0,40,45,23,0,10,9,28,20,11,18,55,0,16,0,20,15,48,41,48,17,53,18,28,0,15,44,8,57,0,0,45,13,39,17,21,8,30,14,39,31,3,5,46,50,29,32,29,33,21,32,33,19,0,14,32,48,9,17,45,17,14,16,24,30,19,16,0,17,31,19,17,39,4,49,13,16,32,21,32,41,20,42,9,66,33,31,27,54,30,19,27,27,16,24,36,23,47,12,33,33,41,67,74,52,11,68,28,29,31,30,34,42,28,55,24,50,73,46,29,25,21,31,27,25,17,30,30,31,26,53,76,21,24,40,9,4,50,46,27,43,21,50,27,13,38,29,18,22,50,31,22,71,25,36,23,21,47,35,24,36,23,27,17,27,12,30,52,23,42,37,13,99,37,34,29,27,19,31,9,27,10,52,30,31,37
150179500,52,63,39,36,32,50,43,37,11,37,36,27,66,18,71,19,38,92,53,42,58,41,31,34,67,75,65,57,26,37,40,51,103,25,32,49,93,87,35,92,66,29,55,47,56,66,30,55,32,22,38,27,35,41,31,18,46,36,68,45,46,40,31,28,23,57,67,50,33,52,17,51,33,35,58,49,28,42,51,54,28,33,41,25,47,35,39,43,39,39,23,37,51,51,37,34,38,38,45,0,43,24,18,0,45,40,13,0,33,12,34,0,65,22,18,42,0,20,0,23,24,35,28,48,0,55,58,26,0,11,18,46,19,11,19,55,0,20,0,20,15,45,47,38,22,44,25,36,0,17,49,13,59,0,0,41,11,42,13,28,14,38,8,38,22,13,9,38,61,28,30,40,36,22,35,28,31,0,12,32,65,16,33,63,24,13,32,22,30,15,8,0,13,31,37,13,50,14,34,17,16,25,22,39,32,22,55,14,84,22,15,25,58,22,20,43,24,18,30,43,25,53,7,37,38,28,61,73,67,21,24,13,30,41,41,35,32,30,38,44,42,98,43,30,40,20,51,35,25,17,37,33,26,18,52,83,34,36,47,13,8,40,29,25,58,14,13,34,23,26,20,27,37,50,35,11,51,40,42,27,31,45,46,44,17,47,31,18,28,29,20,51,31,31,21,12,86,21,44,26,25,12,38,11,18,10,31,16,46,39
150180000,43,90,56,36,20,65,48,38,23,21,43,37,58,22,100,13,25,103,41,49,35,44,42,26,65,68,70,67,29,48,29,65,101,25,25,60,98,70,42,52,70,38,51,49,63,90,34,60,22,16,39,33,58,38,49,14,31,36,51,41,55,43,33,42,19,84,62,50,31,39,15,45,40,45,49,50,38,48,38,60,49,30,39,39,33,48,45,34,37,42,17,30,52,52,32,32,30,37,47,0,34,25,28,0,40,51,10,0,40,11,29,0,68,17,17,43,0,25,0,19,25,53,20,48,0,48,51,25,0,12,25,45,26,22,14,47,0,25,0,28,19,48,59,46,39,40,20,24,0,16,50,16,50,0,0,49,15,30,17,38,11,38,22,28,10,12,3,37,56,38,31,26,27,31,44,31,42,0,8,33,60,25,21,53,14,21,35,29,21,13,15,0,12,34,26,10,59,5,39,11,33,27,33,35,43,26,61,12,82,35,13,28,61,30,5,36,32,14,32,30,27,45,9,40,42,33,82,113,65,11,27,9,35,35,31,22,21,25,34,36,30,74,52,37,28,20,38,25,26,17,39,48,26,38,36,100,22,40,34,16,11,32,44,37,46,21,28,36,23,52,23,32,28,34,33,14,77,28,33,25,28,53,37,41,21,25,37,18,29,20,27,38,26,38,40,25,88,26,36,33,35,14,48,11,23,5,39,15,38,40
150180500,54,81,37,31,31,67,43,41,41,33,56,40,56,24,83,25,40,114,36,40,37,40,49,33,47,61,66,58,23,32,40,52,105,13,21,47,83,55,35,61,68,43,49,54,63,121,43,50,26,13,37,37,44,29,33,13,39,44,47,40,61,48,47,50,23,70,54,52,30,48,12,39,50,51,27,72,27,55,23,72,40,63,39,49,27,51,39,42,38,38,18,26,42,61,44,22,29,37,31,0,45,28,35,0,44,40,14,0,51,11,17,2,51,36,29,46,0,22,0,29,24,64,22,46,2,51,60,21,0,17,24,29,29,22,21,40,0,8,0,15,23,58,60,40,29,29,14,22,0,29,56,18,58,0,0,53,11,33,16,27,7,39,14,32,22,4,5,59,80,43,42,39,28,23,46,35,26,0,16,32,62,18,19,53,22,32,36,19,25,19,16,0,18,38,27,16,59,19,50,12,22,35,37,52,40,26,46,12,61,56,33,19,73,32,17,32,32,23,31,39,25,93,18,53,53,42,93,89,60,21,48,31,52,33,46,36,16,40,51,33,52,58,50,52,30,15,39,42,24,22,42,47,45,17,39,75,25,39,28,15,29,45,45,51,49,20,57,25,16,29,20,14,35,69,30,24,58,29,27,33,33,37,30,60,47,38,31,14,16,12,31,37,12,25,29,12,101,59,42,24,37,33,39,21,24,19,28,42,22,40
150181000,56,92,38,37,27,53,37,42,28,37,53,25,60,25,89,30,44,169,42,43,45,49,41,30,70,81,67,31,27,41,32,43,131,10,31,49,87,49,43,74,80,33,49,54,64,159,44,39,22,19,49,28,47,46,27,16,35,43,49,65,65,55,57,52,19,58,55,50,24,32,14,39,63,47,29,51,42,46,27,54,39,52,44,67,35,64,68,38,32,38,20,28,48,55,82,28,31,44,25,0,57,23,26,1,59,28,11,0,61,12,26,0,53,30,36,58,0,39,0,21,25,69,24,25,0,46,55,24,0,22,24,40,32,17,25,59,0,18,0,15,24,73,58,47,32,45,30,33,0,27,60,18,54,0,0,57,9,50,24,25,5,37,12,38,34,8,16,83,81,45,49,45,27,23,50,40,45,0,26,38,66,9,18,72,29,32,52,34,29,38,22,0,28,29,34,15,46,17,86,22,30,50,38,34,37,37,48,14,85,57,25,33,68,24,22,26,43,18,15,41,37,102,12,37,39,46,115,112,42,16,87,39,41,44,59,38,27,31,86,34,65,89,31,47,30,18,36,28,28,24,37,38,54,22,25,115,44,31,35,9,18,60,64,29,53,16,96,23,10,29,24,24,23,75,29,33,66,36,26,36,27,39,23,60,55,52,32,9,27,5,20,77,17,33,29,12,103,59,48,40,43,17,29,5,28,7,71,56,34,44
150181500,52,86,35,35,23,55,33,40,28,32,58,32,53,34,92,22,43,142,48,58,37,41,43,34,65,86,68,39,32,38,30,36,139,15,37,70,93,49,35,67,74,25,53,53,62,135,39,50,34,15,36,41,38,38,33,10,46,10,68,71,58,54,38,68,16,40,64,56,31,31,12,30,68,72,37,54,32,46,38,62,22,66,33,75,38,65,74,48,27,43,16,43,38,57,83,38,26,40,40,0,59,18,20,1,58,44,14,0,49,12,28,0,41,23,36,73,0,46,0,24,26,64,26,35,0,60,71,17,0,17,20,38,30,19,30,75,0,26,0,28,19,78,65,57,23,61,26,39,0,27,48,19,68,0,0,70,2,48,34,30,8,47,20,52,18,8,15,92,88,47,43,37,38,23,44,46,35,0,22,31,58,10,25,68,35,26,54,35,29,40,23,0,27,48,28,12,55,31,82,40,29,61,43,35,45,33,37,14,72,58,27,33,94,30,22,27,47,32,24,47,43,112,12,34,55,50,110,97,58,15,55,31,38,40,51,42,26,36,40,28,82,76,39,52,28,25,26,30,38,24,28,65,48,30,43,95,42,50,36,19,17,80,80,31,52,18,76,34,13,28,30,15,36,92,26,44,79,33,46,30,30,46,28,78,69,48,29,13,26,11,37,49,21,40,25,21,94,83,44,44,41,22,41,14,29,6,53,48,32,33
150182000,59,80,67,25,37,62,54,42,14,22,74,24,64,36,91,12,31,99,71,36,24,42,38,33,57,95,76,60,32,47,32,51,142,45,31,54,98,66,41,60,64,46,57,40,60,87,39,64,27,27,32,11,52,42,47,28,37,32,103,27,35,69,29,19,33,57,88,46,42,34,12,67,43,59,36,71,41,61,47,64,23,42,31,52,34,40,43,46,26,41,47,45,47,58,49,46,23,73,38,51,45,42,22,42,36,49,23,21,44,28,54,45,64,35,40,58,28,43,37,38,46,49,29,117,37,65,46,43,31,42,23,31,56,41,38,54,32,42,24,38,14,62,55,42,34,48,40,55,30,45,58,26,58,30,41,66,24,36,29,52,23,53,30,34,29,24,8,40,54,61,52,49,26,46,53,30,31,13,23,63,66,17,43,57,30,35,16,28,38,15,24,14,23,32,32,24,63,18,29,25,37,27,38,33,57,42,45,40,72,45,18,38,60,33,18,32,75,29,15,26,16,52,19,24,52,37,70,64,54,19,21,7,30,36,49,35,39,39,23,40,35,65,51,38,30,23,40,25,19,29,39,46,32,42,37,89,22,32,31,34,12,26,18,63,35,25,12,57,33,41,18,31,34,40,20,26,84,26,50,26,63,61,40,38,24,17,17,32,23,25,35,61,27,45,46,40,65,48,48,34,36,24,41,17,24,20,32,21,37,32
150182500,59,76,84,28,36,44,57,36,10,23,81,36,58,27,57,19,33,79,51,24,44,35,41,32,88,87,73,50,26,44,43,53,113,34,18,58,78,56,24,74,59,40,63,59,43,67,46,45,22,11,33,14,35,34,46,31,30,63,134,29,41,52,29,25,25,57,64,27,37,27,16,42,41,49,35,45,43,33,47,52,33,41,35,28,32,11,16,49,33,38,48,34,41,60,15,33,22,52,33,52,42,45,14,60,29,47,16,26,29,39,47,50,64,23,40,49,14,53,50,29,31,40,55,138,30,56,55,31,45,41,32,28,40,28,38,30,28,44,27,33,25,39,45,52,26,44,36,55,36,35,52,37,49,29,46,40,27,20,24,43,27,39,30,30,34,11,6,26,65,44,58,36,24,42,41,26,18,14,16,48,52,24,31,58,36,36,14,13,29,3,19,19,15,25,26,30,41,18,24,16,28,14,23,23,64,74,47,33,81,47,12,29,84,29,20,35,53,30,29,26,24,47,24,36,32,28,80,79,55,32,31,12,36,47,41,11,34,23,39,32,35,76,55,40,27,30,27,33,19,34,28,43,21,43,45,83,45,31,24,32,22,12,6,44,29,31,20,59,36,32,29,27,22,14,31,6,65,29,19,20,49,38,46,20,7,12,25,23,18,29,23,59,28,27,40,50,92,14,29,31,34,28,42,16,17,19,43,20,24,33
150183000,51,80,88,35,41,46,31,37,11,27,77,29,63,25,56,13,40,99,53,41,40,33,32,21,73,80,83,30,22,39,29,53,115,37,31,54,72,59,24,47,72,26,41,50,48,90,43,54,24,20,31,27,28,35,53,40,20,36,107,25,38,41,53,37,35,55,52,33,42,36,13,38,38,43,33,43,37,51,56,26,35,39,26,29,22,20,27,39,33,56,41,48,32,36,25,12,33,31,39,43,26,40,22,44,36,44,14,39,22,25,50,44,56,24,35,41,15,39,27,28,25,37,32,111,31,34,49,38,24,24,27,42,44,24,23,37,15,26,25,26,21,49,40,52,29,26,29,41,31,29,33,31,43,31,31,38,26,23,28,35,25,41,18,19,32,28,9,31,53,43,50,43,39,41,47,16,33,22,17,34,54,33,25,51,32,38,14,19,33,10,14,25,11,40,21,24,30,22,25,9,27,19,34,36,50,65,24,33,35,15,3,18,54,26,24,28,65,35,28,38,22,44,22,27,36,24,77,81,64,23,51,14,24,50,31,21,29,26,58,27,25,67,47,37,12,27,36,20,20,26,30,32,15,44,39,62,35,29,27,23,22,15,11,20,32,20,28,61,42,45,31,17,26,23,26,9,65,28,31,26,57,38,36,32,21,17,28,28,18,23,22,31,39,39,30,40,99,13,36,30,34,32,53,17,17,24,47,32,34,21
150183500,59,72,64,35,40,49,36,53,9,15,66,26,50,24,73,22,21,60,83,46,38,30,34,28,55,68,57,52,16,46,35,51,90,22,26,65,64,62,26,68,85,28,45,51,34,84,32,48,20,31,34,34,32,37,41,22,25,47,122,27,23,41,50,30,28,55,67,44,25,42,18,27,47,46,39,58,32,34,62,27,31,44,33,43,17,38,32,40,40,44,58,38,54,45,18,25,24,34,49,39,28,49,17,45,31,38,26,38,26,26,56,41,48,22,31,37,16,43,23,36,25,27,25,92,25,34,43,36,55,29,32,42,32,21,23,27,20,29,33,29,24,40,38,41,26,30,35,44,27,28,41,31,36,38,35,41,22,26,33,26,19,39,24,19,35,25,3,27,41,31,52,46,40,38,35,21,26,25,22,30,45,26,23,52,38,20,15,15,21,24,13,20,16,22,44,29,31,16,32,24,31,17,47,27,50,58,39,23,49,13,17,17,51,26,26,24,74,41,15,18,26,47,18,27,33,28,73,94,57,25,36,33,22,35,23,28,36,22,43,25,35,62,40,23,22,30,19,34,27,30,41,27,30,29,25,85,32,29,26,13,24,27,8,43,53,16,41,50,30,25,22,9,25,28,28,12,62,19,40,30,45,43,36,33,18,31,31,38,28,23,17,35,36,13,20,47,69,32,40,27,14,32,49,25,18,14,44,29,24,17
150184000,64,87,93,42,34,56,36,39,26,33,93,34,46,24,106,21,27,106,50,45,32,57,34,38,47,87,79,49,20,30,35,61,135,33,43,67,80,82,32,78,72,32,65,64,59,102,40,38,7,16,41,26,35,17,54,31,45,41,126,41,43,57,39,43,37,47,85,53,34,28,31,42,47,29,38,47,44,52,30,56,26,51,31,56,32,42,49,41,24,35,38,52,52,56,67,64,29,41,35,56,29,49,20,40,54,35,28,40,40,30,55,39,58,31,48,47,42,63,37,39,38,35,39,79,33,52,59,33,59,37,42,48,56,37,28,59,42,41,35,37,32,70,48,50,26,49,50,61,26,41,53,29,68,44,51,52,19,49,38,57,16,43,28,43,50,10,16,55,50,64,90,67,29,28,45,30,25,25,37,50,66,25,40,72,55,39,35,45,47,23,26,18,42,43,73,28,31,44,55,28,38,28,78,47,64,69,46,29,78,41,22,24,67,28,35,30,76,30,26,28,49,83,25,42,46,35,103,100,56,31,51,45,27,48,41,45,24,29,48,25,57,63,40,28,49,30,27,17,33,49,26,60,51,44,40,75,30,37,34,24,36,55,45,81,42,31,65,57,42,33,17,15,29,52,31,22,85,35,38,34,69,61,37,55,31,47,41,31,22,25,29,52,23,33,35,30,98,46,30,19,46,42,38,40,19,24,55,30,38,43
150184500,61,81,104,38,40,47,40,21,26,43,100,34,51,27,98,22,33,117,52,41,42,46,38,35,42,65,58,34,26,34,43,58,120,35,38,51,80,69,27,75,68,40,61,43,67,94,28,48,16,25,48,38,35,36,36,24,31,31,89,45,54,41,49,70,42,54,43,54,33,33,41,29,46,46,31,56,20,48,37,45,28,51,39,44,37,29,41,37,23,41,43,43,52,43,67,75,40,37,32,64,37,41,20,36,52,44,27,40,39,22,46,40,42,44,45,34,31,55,47,43,34,36,39,58,30,37,51,34,51,24,33,38,41,43,34,57,48,39,15,32,36,47,52,42,22,55,49,56,31,40,41,27,57,41,46,36,17,48,33,53,9,44,30,40,51,16,24,54,57,70,84,67,24,39,55,31,37,20,41,46,46,15,38,47,44,49,25,47,33,41,43,26,33,28,58,30,33,43,49,41,54,41,62,54,80,67,33,33,69,22,12,33,60,29,30,25,96,40,12,28,40,83,23,23,48,33,81,88,51,21,72,70,30,41,41,42,35,20,57,17,61,73,38,26,25,40,38,19,29,45,32,47,43,67,52,71,29,36,45,16,29,35,61,68,39,43,83,52,30,33,21,12,25,65,27,19,50,42,28,31,52,59,33,62,55,34,32,24,35,25,32,55,39,34,36,29,110,46,26,31,42,43,33,25,26,28,63,60,36,43
150185000,49,79,81,36,28,46,54,47,18,22,88,30,53,22,56,30,29,109,33,32,52,40,47,19,38,90,82,28,21,33,32,44,116,34,40,67,76,58,31,66,72,40,60,47,61,90,35,32,19,20,29,25,47,37,37,30,47,44,146,50,53,43,64,30,49,48,58,39,24,27,12,55,50,54,35,53,29,33,45,50,41,42,41,27,31,19,16,51,24,35,35,42,41,50,30,32,40,51,36,50,49,42,15,36,39,40,31,33,36,21,67,60,48,43,47,30,33,46,37,30,39,40,34,62,37,52,56,34,46,26,14,43,33,28,33,36,40,41,16,39,40,47,59,36,27,40,36,48,34,37,39,22,43,49,34,37,25,39,32,53,18,37,42,23,43,10,13,41,58,63,63,55,17,41,30,37,30,26,26,38,50,20,42,54,38,36,8,29,48,10,11,22,27,17,28,37,46,15,34,34,47,23,46,37,71,79,36,26,71,20,16,40,38,32,32,26,85,50,30,34,18,78,29,22,45,26,71,80,49,29,58,26,21,35,35,30,36,24,53,28,51,88,28,38,31,17,23,16,8,60,48,49,31,57,31,70,34,27,36,29,23,27,24,41,19,40,33,66,32,54,17,19,32,53,24,9,34,26,34,19,51,38,31,34,22,19,31,30,21,21,34,27,44,32,27,36,93,29,39,31,20,56,41,10,28,17,40,38,38,35
150185500,62,100,104,40,40,53,53,41,34,20,75,35,66,33,90,29,29,124,61,38,53,32,52,26,58,93,86,44,40,27,43,72,117,32,41,64,89,65,40,80,83,27,48,59,53,144,38,39,16,14,38,36,48,46,50,25,30,141,128,51,57,49,50,53,58,65,62,53,41,41,15,34,55,63,40,46,41,46,43,56,33,53,51,43,33,25,26,38,26,29,37,47,28,54,45,33,25,35,40,45,48,32,27,36,43,77,37,33,58,36,51,38,55,28,48,41,37,42,25,30,53,57,42,83,38,49,54,46,44,26,32,44,44,37,49,39,46,34,15,41,25,59,49,51,36,39,35,50,46,41,56,28,54,48,46,40,26,39,41,68,21,44,31,41,57,10,7,49,46,74,69,67,30,45,49,34,28,39,36,48,75,23,54,66,34,56,24,45,45,11,23,13,22,28,40,29,46,22,28,38,33,25,46,37,69,74,50,31,96,39,10,31,63,30,24,25,84,34,26,36,38,82,41,43,53,36,84,83,51,29,59,23,26,31,29,33,28,47,43,30,65,93,52,24,24,31,25,23,14,58,53,52,27,59,40,76,31,39,41,39,41,22,28,57,34,30,37,71,42,28,15,17,36,35,25,10,76,20,40,31,44,48,39,49,28,41,25,27,26,28,32,59,51,37,36,51,102,21,34,26,28,52,39,29,21,22,51,36,33,38
