,NA06984,NA06985,NA06986,NA06989,NA06994,NA07000,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11832,NA11840,NA11843,NA11881,NA11892,NA11893,NA11894,NA11918,NA11919,NA11920,NA11930,NA11931,NA11932,NA11933,NA11992,NA11994,NA11995,NA12003,NA12004,NA12005,NA12006,NA12043,NA12044,NA12045,NA12046,NA12058,NA12144,NA12154,NA12155,NA12156,NA12234,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12414,NA12489,NA12546,NA12716,NA12717,NA12718,NA12748,NA12749,NA12750,NA12751,NA12760,NA12761,NA12762,NA12763,NA12775,NA12776,NA12777,NA12778,NA12812,NA12813,NA12814,NA12815,NA12827,NA12828,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12878,NA12889,NA12890,NA18525,NA18526,NA18528,NA18530,NA18531,NA18532,NA18533,NA18534,NA18535,NA18536,NA18537,NA18538,NA18539,NA18541,NA18542,NA18543,NA18544,NA18545,NA18546,NA18547,NA18548,NA18549,NA18550,NA18552,NA18553,NA18555,NA18557,NA18558,NA18559,NA18560,NA18561,NA18562,NA18563,NA18564,NA18565,NA18566,NA18567,NA18570,NA18571,NA18572,NA18573,NA18574,NA18577,NA18579,NA18582,NA18591,NA18592,NA18593,NA18595,NA18596,NA18597,NA18599,NA18602,NA18603,NA18605,NA18606,NA18608,NA18609,NA18610,NA18611,NA18612,NA18613,NA18614,NA18615,NA18616,NA18617,NA18618,NA18619,NA18620,NA18621,NA18622,NA18623,NA18624,NA18625,NA18626,NA18627,NA18628,NA18629,NA18630,NA18631,NA18632,NA18633,NA18634,NA18635,NA18636,NA18637,NA18638,NA18639,NA18640,NA18641,NA18642,NA18643,NA18644,NA18645,NA18646,NA18647,NA18648,NA18740,NA18745,NA18747,NA18748,NA18749,NA18757,NA18486,NA18488,NA18489,NA18499,NA18501,NA18502,NA18504,NA18505,NA18507,NA18508,NA18510,NA18511,NA18516,NA18517,NA18519,NA18520,NA18522,NA18523,NA18853,NA18856,NA18858,NA18861,NA18864,NA18865,NA18867,NA18868,NA18870,NA18871,NA18873,NA18874,NA18876,NA18877,NA18878,NA18879,NA18881,NA18907,NA18908,NA18909,NA18910,NA18912,NA18915,NA18916,NA18917,NA18923,NA18924,NA18933,NA18934,NA19092,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19141,NA19143,NA19144,NA19146,NA19147,NA19149,NA19152,NA19153,NA19159,NA19160,NA19171,NA19172,NA19175,NA19184,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19201,NA19204,NA19206,NA19207,NA19209,NA19210,NA19213,NA19214,NA19222,NA19223,NA19225,NA19235,NA19236,NA19238,NA19239,NA19240,NA19247,NA19248,NA19256,NA19257
150224500,60,123,85,42,22,56,45,38,39,43,83,38,58,30,80,36,33,128,58,40,44,48,45,18,65,83,68,56,33,48,38,53,141,27,41,64,116,54,35,84,81,42,38,59,99,128,41,36,14,30,51,35,61,41,28,33,48,58,101,75,70,52,64,69,44,70,58,60,25,35,39,40,49,50,30,78,34,58,36,51,21,67,42,94,34,86,92,36,34,30,33,44,44,62,81,120,38,54,41,101,68,35,34,37,72,61,27,34,63,18,42,35,61,67,101,57,107,78,48,56,73,77,44,82,59,53,74,67,55,54,48,50,90,30,67,60,65,44,24,66,64,85,79,73,40,42,69,73,45,57,88,28,109,77,63,92,15,81,47,103,18,39,53,58,84,22,46,124,82,131,113,110,43,44,40,64,42,14,57,58,78,25,71,83,88,58,79,94,78,66,72,26,75,57,91,21,45,82,106,71,83,60,87,50,104,86,39,32,69,49,22,24,65,41,63,30,98,46,37,40,21,79,31,30,68,73,104,97,73,38,87,74,61,66,62,62,31,29,68,20,56,61,36,42,27,29,33,31,19,56,36,49,59,47,35,94,30,39,33,27,41,92,94,70,69,44,84,57,43,30,22,14,30,161,26,62,95,34,41,26,63,41,44,95,95,100,45,27,28,20,42,69,62,50,18,35,132,132,19,29,37,55,48,32,27,38,59,53,48,43
150225000,46,110,80,34,29,58,36,23,38,37,64,30,40,30,60,43,23,135,26,41,44,46,52,26,42,57,53,36,24,28,34,43,72,24,47,61,109,52,37,77,58,30,34,56,79,85,42,33,11,24,27,18,24,37,25,30,32,49,63,54,86,43,36,32,61,50,49,51,25,33,42,34,42,25,36,54,29,58,36,65,31,93,58,66,18,94,71,28,46,20,35,29,53,31,72,101,19,31,25,80,84,21,20,29,81,43,25,31,95,13,44,17,20,60,102,76,114,100,63,80,93,74,45,41,59,64,70,52,37,38,53,38,91,29,63,46,95,47,15,57,59,77,79,109,38,55,84,86,62,56,87,18,79,84,77,104,12,88,45,100,7,29,64,58,79,14,76,145,78,135,132,126,43,27,41,50,38,14,65,77,84,33,65,50,95,60,66,79,40,71,50,26,56,59,62,18,36,81,99,58,47,66,76,27,66,68,31,40,47,57,48,36,62,33,56,33,81,22,20,40,29,111,25,26,93,70,76,71,31,20,68,69,88,81,71,63,29,30,61,39,36,34,47,34,29,14,34,21,23,36,18,14,62,50,45,86,35,28,17,45,35,87,102,68,37,36,44,48,21,18,4,13,34,118,30,88,41,39,27,15,57,23,34,58,108,136,34,28,17,17,22,91,54,39,27,30,72,184,27,26,39,34,20,37,25,44,39,46,35,47
150225500,48,120,79,25,30,58,41,23,31,50,82,44,38,36,59,26,18,108,34,15,44,35,62,40,39,69,79,38,23,40,38,40,73,16,25,43,94,69,44,57,61,24,20,54,70,67,36,31,9,5,35,12,24,15,22,31,24,25,69,48,67,59,12,20,52,60,65,60,24,32,45,16,48,34,27,68,36,40,55,53,39,56,44,21,16,16,14,21,37,22,39,40,33,6,19,42,16,28,25,29,75,32,27,32,68,37,16,9,84,10,17,6,18,70,70,73,118,94,55,80,88,84,62,19,57,65,76,48,16,45,43,49,94,22,75,24,84,40,13,69,23,96,67,81,43,44,86,66,76,71,82,19,74,73,69,87,12,94,23,103,12,30,48,60,70,7,44,152,80,112,121,93,43,48,40,41,37,5,43,57,66,31,68,87,80,49,22,37,23,13,11,41,21,32,27,19,10,10,15,13,20,26,44,25,77,80,17,46,22,48,30,38,52,33,38,25,75,26,19,40,16,111,33,40,74,62,50,30,42,27,47,42,51,50,66,45,15,33,35,38,31,27,47,53,24,22,14,21,15,26,20,11,13,47,40,86,37,29,15,48,23,26,33,96,17,43,32,48,22,27,4,10,32,30,36,24,37,45,42,15,45,17,22,15,27,36,34,28,17,11,35,68,50,33,37,26,37,45,22,17,33,26,29,41,23,40,17,31,30,35
150226000,62,84,105,36,36,50,33,46,45,35,80,37,69,34,77,40,24,117,42,34,55,41,36,28,47,84,75,54,30,34,34,57,144,31,22,60,91,54,33,68,97,35,65,57,82,153,54,46,23,26,52,43,31,28,43,19,35,44,88,50,61,48,62,69,54,70,52,55,20,27,56,18,57,45,27,47,34,49,41,63,35,64,42,81,29,77,84,39,42,26,44,50,44,57,82,107,31,40,41,83,84,51,38,30,53,45,28,37,59,23,39,16,58,74,80,73,88,61,62,49,77,58,46,65,64,78,88,52,35,48,44,50,71,42,62,52,63,45,24,71,38,97,63,64,40,61,76,68,67,54,58,30,88,49,53,79,13,63,30,86,18,50,47,65,70,21,28,122,99,93,104,84,38,42,38,54,51,11,47,70,57,33,54,77,73,46,45,93,54,42,56,23,66,32,95,29,58,47,87,45,85,79,71,39,100,60,38,33,68,48,30,37,51,26,33,37,71,34,16,47,30,82,34,53,51,60,114,92,50,35,87,90,57,51,47,48,22,30,58,47,67,54,38,34,16,24,26,32,22,46,27,58,58,38,34,105,31,38,39,37,36,80,68,70,65,31,74,61,35,20,15,27,39,108,34,71,57,34,42,14,41,45,32,58,68,51,40,32,27,17,32,87,40,26,43,40,101,83,25,16,45,55,25,23,37,29,42,39,39,43
150226500,70,103,80,29,19,48,33,35,32,51,77,38,75,44,64,23,35,134,35,39,67,53,42,26,77,67,74,39,30,22,33,40,115,29,47,58,91,56,27,54,89,26,40,66,84,91,43,39,28,20,41,32,43,28,43,25,34,25,86,45,48,51,42,63,54,67,37,52,30,23,9,27,51,45,38,42,39,31,43,50,34,58,52,80,26,64,83,27,36,40,33,38,34,50,73,54,20,36,37,40,61,42,35,26,63,42,24,51,44,24,25,25,40,61,72,59,62,56,53,41,70,43,36,67,50,58,59,38,37,38,31,32,58,38,46,45,50,49,19,51,49,96,56,48,26,54,64,37,40,42,53,27,63,49,79,65,12,48,38,78,14,64,24,54,50,19,26,118,96,77,80,69,30,61,61,44,30,8,35,61,66,20,47,83,56,55,47,65,42,43,49,25,43,34,66,23,53,42,86,32,51,34,57,44,71,61,29,34,65,58,24,36,68,20,33,43,69,28,20,30,29,90,41,38,68,39,76,91,57,31,53,63,35,50,49,33,23,30,63,33,45,50,33,49,28,15,26,29,30,51,29,48,54,44,35,73,37,40,45,45,21,67,87,68,63,38,70,58,39,35,16,26,32,45,26,48,61,42,46,25,50,33,33,50,32,28,35,29,23,29,46,67,48,26,22,29,90,51,25,32,36,31,21,30,28,12,65,57,35,38
150227000,44,115,92,44,36,42,40,29,48,29,71,29,55,40,78,33,39,142,38,42,51,54,43,42,53,69,75,45,26,26,45,31,125,20,46,71,92,56,23,66,68,40,53,68,88,95,32,27,29,26,39,47,40,34,40,23,32,27,103,61,35,53,52,61,41,60,39,45,20,37,21,43,36,59,30,55,32,48,58,64,28,59,46,86,33,62,76,36,23,46,34,41,47,61,90,71,35,24,28,64,54,39,37,37,49,40,26,53,63,24,45,27,36,43,62,54,73,66,62,37,69,49,49,79,55,50,65,51,48,32,45,58,56,44,52,37,68,51,30,44,52,64,53,45,28,58,65,47,51,42,71,26,64,53,68,71,14,64,39,91,18,45,43,46,67,24,26,109,80,96,95,79,23,53,44,35,36,14,27,69,70,27,32,73,56,52,57,97,72,46,54,37,56,38,69,30,63,51,77,69,69,60,61,35,78,73,35,19,69,37,32,30,51,23,47,32,108,39,34,38,36,79,32,29,66,41,103,98,36,23,67,86,27,45,48,36,29,32,66,33,56,59,34,50,31,27,22,24,18,34,25,67,76,52,40,92,27,21,47,37,27,96,92,71,57,39,81,65,29,44,13,31,22,110,35,39,55,34,42,17,41,41,37,62,58,53,26,30,22,26,24,44,49,20,11,28,131,96,34,31,46,45,22,39,22,29,64,50,42,39
150227500,51,94,98,28,21,52,35,38,29,38,79,29,57,33,74,42,24,115,47,42,52,61,39,37,42,72,78,30,23,33,37,31,109,25,42,49,83,55,24,65,76,42,52,65,94,92,32,31,24,20,32,50,44,47,29,35,30,86,79,66,43,48,46,48,30,49,48,51,35,26,25,45,46,35,26,52,26,46,35,62,21,46,36,92,31,103,66,31,24,25,33,29,30,48,90,112,31,16,32,68,52,26,34,44,49,45,15,37,68,19,53,35,54,62,93,64,85,73,53,41,68,87,38,75,62,45,50,50,40,34,45,58,46,29,39,46,63,46,22,58,45,89,54,57,31,50,58,72,46,61,70,22,59,59,49,69,20,64,46,78,19,35,51,53,68,15,66,88,83,86,81,66,19,42,35,54,39,17,58,96,62,30,44,71,65,60,65,62,66,43,51,17,74,26,99,22,58,43,108,64,72,65,75,33,74,60,31,37,79,37,40,17,77,21,59,41,69,51,15,43,19,101,18,31,55,39,84,68,45,37,81,87,37,52,62,40,25,39,79,24,56,63,25,49,37,29,31,32,11,48,23,43,79,44,38,110,41,24,36,33,29,83,108,67,42,30,98,63,40,27,22,13,25,144,40,62,62,43,46,26,44,65,33,79,79,98,30,21,21,21,26,57,45,33,36,26,110,117,39,36,47,44,39,42,24,33,46,65,53,32
150228000,60,93,103,32,38,54,30,30,43,39,74,36,74,28,58,24,33,130,46,55,53,46,48,25,60,70,89,22,29,30,40,51,92,18,40,69,99,72,34,86,83,39,47,67,81,89,45,34,24,35,43,25,36,27,40,31,31,77,104,51,56,43,51,47,29,58,48,63,34,45,21,48,47,42,41,50,27,55,36,60,21,45,43,69,38,66,54,35,46,41,37,26,30,53,95,79,31,20,42,79,48,32,40,34,59,39,21,44,58,17,52,24,55,70,100,61,109,67,55,38,71,77,39,58,56,51,56,51,37,47,54,52,57,36,40,76,68,31,25,69,41,105,56,63,39,47,69,76,32,59,70,20,72,70,76,82,30,58,58,67,16,44,67,62,73,14,52,101,78,76,65,98,32,40,32,42,48,8,51,83,64,35,46,89,62,64,68,72,59,40,54,21,65,31,81,32,55,57,94,60,79,87,81,37,70,73,25,34,62,27,30,28,73,24,65,36,105,50,22,26,28,101,30,49,73,50,105,70,55,33,86,117,51,51,71,41,26,47,70,35,53,51,46,54,30,23,35,32,29,57,32,53,76,55,38,70,51,39,40,49,54,103,102,93,62,34,86,44,39,33,31,17,44,109,34,60,77,43,41,27,74,42,29,63,89,74,47,29,28,20,31,45,63,45,32,25,89,139,39,30,32,49,42,31,34,37,42,63,39,31
150228500,67,77,91,43,42,45,32,35,28,23,79,39,49,26,68,20,42,115,45,46,54,57,30,31,45,88,86,26,31,41,38,39,139,26,52,45,67,71,29,94,80,29,53,52,66,139,45,37,25,24,42,33,47,29,48,23,31,49,115,45,39,47,55,58,37,67,43,58,37,35,21,47,45,34,29,46,32,36,30,67,34,52,39,71,38,75,101,50,39,44,32,33,31,53,74,70,18,20,33,52,57,34,43,48,42,56,25,41,48,23,48,23,66,62,74,47,82,68,48,46,64,57,52,73,46,63,60,57,47,43,48,51,62,38,38,56,49,49,26,59,43,100,50,52,28,51,63,61,58,47,76,15,70,62,70,68,31,49,59,62,22,60,46,58,60,17,21,87,78,80,88,96,39,41,47,40,32,14,46,75,68,37,40,70,59,48,40,61,44,31,40,23,58,45,60,30,44,49,70,42,57,63,82,41,72,62,43,24,56,38,35,28,46,28,38,34,82,44,15,24,25,95,27,27,67,49,103,92,61,23,62,81,54,52,59,39,28,40,67,27,86,57,49,35,21,31,22,42,20,57,43,46,63,55,49,82,28,36,42,42,31,85,59,63,55,49,79,48,33,33,19,19,31,97,29,36,47,37,57,22,55,61,27,57,70,42,40,26,19,14,28,46,44,36,38,31,112,56,35,26,27,64,58,27,22,23,55,73,38,30
150229000,56,66,76,30,41,35,36,29,18,13,60,25,39,19,64,25,35,86,55,49,40,43,27,29,44,77,85,45,39,42,36,60,118,35,32,44,67,42,26,64,67,44,47,44,50,88,30,37,17,16,33,30,31,30,28,21,49,40,101,43,32,37,25,43,30,54,58,28,16,27,22,40,32,46,37,59,22,31,30,43,25,39,25,26,24,32,46,40,15,41,32,47,57,47,34,39,24,35,39,52,27,25,24,30,33,32,25,36,28,20,43,37,47,28,42,29,32,40,31,35,39,38,33,79,24,38,47,47,49,16,28,28,48,32,38,49,32,32,21,35,43,47,34,34,38,30,51,44,37,27,35,18,35,42,36,48,13,27,34,50,23,26,36,23,35,18,10,42,48,53,54,59,24,40,42,44,26,16,23,44,59,30,34,59,29,43,16,23,33,13,19,23,21,29,30,19,37,19,32,31,38,32,61,34,59,49,28,17,57,21,18,22,59,16,29,29,51,38,25,27,24,44,19,28,37,28,101,85,51,16,32,51,33,32,37,34,33,26,38,18,43,83,27,30,17,32,21,26,19,28,33,38,33,30,38,89,20,26,31,31,28,36,23,43,49,32,52,58,37,35,17,19,39,28,22,18,30,44,34,15,62,35,45,32,39,29,32,35,45,17,20,41,41,25,26,25,71,29,36,30,32,29,34,26,25,26,42,38,25,31
150229500,66,75,89,27,38,43,52,40,11,26,63,35,42,19,68,17,37,83,59,38,28,37,27,33,66,100,77,58,31,45,47,48,124,26,25,73,74,63,45,61,75,27,39,54,58,70,37,43,9,9,28,22,45,28,44,29,23,41,128,47,51,42,46,46,36,47,67,32,37,34,31,29,41,37,29,58,8,46,34,41,30,54,38,43,29,38,32,33,38,49,37,51,37,44,37,37,17,41,34,45,24,32,22,36,36,34,24,21,24,19,42,31,44,29,46,21,19,31,52,26,44,44,37,64,36,28,45,40,42,31,32,31,40,29,31,36,36,45,20,28,39,43,50,38,29,35,32,35,24,33,42,26,57,39,41,41,21,24,20,33,23,30,37,22,34,15,10,33,40,37,56,48,20,42,39,36,33,17,14,47,48,22,29,57,37,38,23,33,42,18,11,26,28,36,44,22,21,18,45,39,47,13,54,29,81,69,32,24,60,38,12,22,42,26,39,32,51,31,20,37,27,63,38,21,31,22,66,87,66,20,58,57,29,21,31,16,40,27,45,34,41,71,38,46,32,29,32,21,32,41,34,22,28,63,26,58,30,21,32,39,38,38,21,83,43,37,51,62,40,21,12,19,23,18,19,27,64,35,48,23,53,40,29,43,39,35,29,26,27,15,21,61,34,28,34,43,81,44,25,24,25,27,38,18,28,21,41,32,20,33
150230000,59,71,95,36,39,39,49,35,24,32,88,26,54,18,90,8,18,101,65,49,44,32,40,26,63,86,43,58,30,60,38,53,104,39,36,47,71,64,20,70,95,40,72,35,54,69,29,48,32,25,29,24,56,31,45,23,47,205,118,26,39,49,42,42,24,66,43,52,32,42,19,27,43,59,49,42,30,46,36,50,24,52,52,43,26,16,27,46,25,54,36,34,56,40,31,24,31,38,45,45,40,44,18,30,43,40,29,36,30,30,51,42,56,42,45,30,26,38,43,32,51,37,46,104,38,52,45,41,48,41,31,30,49,29,34,41,34,48,21,31,27,54,42,36,27,31,39,44,39,33,49,26,49,50,53,54,29,19,22,52,27,50,29,29,29,19,17,49,64,55,54,61,24,42,48,20,30,11,18,65,42,22,36,49,43,40,11,28,39,18,14,27,15,50,49,22,39,25,38,28,46,17,38,47,76,49,43,19,73,32,5,21,58,23,22,40,61,36,26,29,17,53,39,32,37,28,82,82,65,17,33,15,32,32,42,28,41,23,30,19,34,67,49,37,34,23,45,25,29,38,44,38,26,44,34,65,29,17,41,29,31,24,24,47,49,25,33,71,35,47,33,28,42,9,23,17,81,16,41,28,66,44,38,42,13,27,31,32,20,16,30,36,39,31,24,66,69,27,43,29,34,27,51,35,36,19,38,42,23,38
150230500,63,69,124,42,21,58,45,39,26,32,119,22,62,30,100,23,32,112,59,50,63,29,46,22,71,83,100,52,30,28,32,56,117,30,33,61,85,58,15,64,90,41,45,51,62,106,34,42,16,40,41,30,55,36,41,22,50,36,108,43,58,50,58,37,48,56,46,56,33,28,31,24,57,41,37,47,50,63,45,54,20,43,46,53,26,34,65,38,22,40,38,41,34,51,35,70,22,26,37,58,49,47,29,36,46,52,24,38,55,21,48,33,50,56,57,32,53,51,42,42,64,49,52,65,41,67,52,50,37,38,44,44,57,38,40,51,41,59,12,47,40,57,51,45,27,44,50,63,47,36,47,25,56,54,59,45,22,47,30,58,21,39,35,45,55,16,13,39,81,76,73,68,26,47,51,25,34,15,29,60,60,22,44,68,56,42,41,44,57,18,40,17,47,35,72,23,51,36,53,47,63,34,78,35,86,70,40,44,61,38,22,39,60,23,29,36,77,51,36,24,24,91,42,31,50,56,94,85,56,22,51,47,38,42,47,52,43,32,50,34,56,83,42,45,30,27,41,25,15,38,43,58,53,40,33,82,29,27,19,28,45,50,45,51,51,24,54,59,45,33,23,19,21,44,34,28,75,39,29,22,57,58,21,47,64,43,33,26,27,21,28,38,53,39,31,35,87,36,60,39,53,41,36,25,30,35,55,40,26,44
150231000,64,84,103,40,24,56,41,37,40,35,76,32,53,30,75,39,44,114,68,46,52,38,42,23,45,86,86,42,34,40,34,46,129,34,53,60,79,74,30,67,86,55,40,61,45,115,53,45,18,23,37,31,46,42,40,28,27,154,121,52,68,42,54,53,56,82,57,45,40,34,24,33,56,49,31,55,33,48,38,52,26,52,39,64,36,57,66,33,31,28,46,39,47,42,83,73,21,40,46,81,53,41,38,26,44,59,20,29,67,24,52,38,54,68,63,40,60,48,48,47,55,53,50,63,54,75,65,51,62,57,33,37,65,37,34,67,66,40,31,47,44,93,59,64,24,48,61,67,41,53,73,29,78,52,38,56,12,58,47,77,37,50,46,49,63,12,19,83,105,97,83,85,34,44,25,34,40,20,42,66,67,25,47,73,82,50,36,77,73,44,55,29,57,26,68,37,46,43,84,49,87,52,77,49,87,80,35,35,76,57,31,39,60,24,45,32,76,49,21,22,20,107,20,35,35,61,123,102,56,37,67,64,35,45,46,35,30,29,67,21,70,74,36,42,31,37,29,35,11,43,30,47,46,47,35,57,30,14,28,30,29,85,83,54,67,28,79,52,38,34,24,18,37,89,35,53,52,35,37,16,55,64,30,73,86,70,28,16,33,19,26,51,36,23,37,31,123,73,41,21,37,38,35,43,35,27,68,60,27,47
150231500,66,97,102,35,37,53,50,41,32,33,94,30,55,21,72,24,37,116,58,45,48,41,47,40,60,83,74,50,35,40,29,69,115,25,22,44,74,41,32,73,78,46,61,66,69,120,44,49,12,17,41,20,36,34,40,26,49,61,124,36,38,42,70,63,48,46,62,56,33,43,19,47,58,48,47,64,31,48,42,58,23,65,43,59,42,32,63,29,22,34,42,43,43,50,40,65,32,47,45,52,42,36,24,33,60,41,24,49,55,25,41,65,43,50,63,58,58,46,63,30,48,49,40,88,59,59,57,51,50,55,39,41,47,42,39,50,59,32,33,47,36,63,55,57,30,50,52,55,46,50,76,30,89,54,56,63,21,44,42,79,38,44,45,49,64,17,14,63,68,73,75,66,33,55,46,39,26,24,34,61,59,28,59,61,76,66,31,38,57,35,28,22,41,37,37,26,46,37,53,40,53,45,59,39,85,89,45,30,63,47,21,29,59,21,33,37,65,43,34,20,18,72,25,38,46,49,90,106,70,36,50,21,43,37,38,41,25,33,60,25,63,59,42,48,30,34,34,34,17,45,23,50,35,40,27,72,30,27,33,27,27,47,47,45,76,27,57,66,45,42,29,23,46,34,34,23,62,30,49,22,38,42,46,64,54,52,20,26,25,24,31,52,35,34,31,34,110,43,38,18,34,51,29,27,19,21,47,26,37,41
150232000,78,104,98,30,46,42,50,35,17,23,88,37,63,21,77,8,48,97,63,25,48,43,39,20,67,86,56,31,38,53,38,59,125,29,19,77,83,56,41,49,97,38,69,58,62,114,35,55,19,24,49,22,42,48,46,34,47,60,146,38,47,46,45,43,40,56,70,52,34,31,13,42,46,60,28,30,21,53,40,67,28,63,36,55,37,35,30,30,31,55,54,61,63,65,45,57,38,46,47,62,44,69,12,32,56,44,23,16,50,20,68,56,45,63,41,47,37,60,47,45,40,44,42,128,57,49,49,75,45,49,33,39,57,47,42,43,48,28,36,46,43,52,54,44,27,34,44,65,35,61,51,22,80,67,45,63,25,36,41,66,16,42,39,49,58,26,10,55,69,79,83,54,39,57,50,39,37,19,31,60,68,29,41,66,39,53,30,33,62,21,26,17,29,51,60,22,66,26,30,33,51,41,36,43,70,72,38,27,81,43,22,34,52,32,35,44,69,39,23,23,30,47,34,38,42,43,66,108,59,28,38,12,39,34,41,45,31,36,26,28,26,109,43,47,34,31,20,27,23,55,25,44,26,53,39,83,27,32,38,35,24,46,33,36,47,30,27,72,35,45,15,31,38,46,32,13,53,31,52,26,44,49,43,45,25,36,29,15,26,26,14,47,28,17,27,55,112,26,49,29,35,50,32,29,29,33,36,24,46,42
150232500,61,75,92,31,32,49,53,25,12,18,87,23,44,30,74,28,29,90,58,45,30,43,24,28,64,66,73,51,27,27,38,54,96,49,45,56,74,57,45,64,83,42,64,42,51,95,40,45,19,17,35,36,51,32,31,25,32,61,142,35,57,34,41,30,40,54,63,32,18,37,13,42,49,55,26,45,35,48,29,59,31,60,34,35,32,34,33,33,40,46,33,40,47,40,28,35,39,46,36,52,30,46,4,34,45,51,10,24,50,15,45,35,41,34,31,28,25,52,42,34,40,48,36,105,50,45,50,58,46,36,30,44,51,39,41,46,36,31,14,34,37,43,63,38,33,30,38,62,35,47,31,12,50,48,48,51,26,30,33,56,21,44,27,39,46,30,7,39,50,44,58,58,40,65,43,33,35,8,28,38,66,14,47,66,33,47,26,26,49,18,26,24,24,42,47,35,44,11,27,30,42,25,32,34,80,60,42,24,74,31,14,25,65,31,23,37,57,23,28,35,23,59,22,30,29,26,60,104,54,38,34,5,43,41,41,29,32,38,18,22,32,108,39,41,33,21,41,22,10,40,38,37,27,41,35,82,30,43,36,36,16,40,31,50,45,19,21,62,36,41,21,41,40,29,27,18,76,38,37,11,63,47,55,38,22,38,31,27,29,41,42,41,42,27,45,50,75,23,38,25,31,33,33,40,25,25,25,16,26,27
150233000,58,87,86,33,44,52,39,40,14,26,61,40,57,32,67,18,18,83,58,19,23,43,24,37,65,61,51,60,32,50,42,52,94,34,33,50,64,66,32,49,68,46,53,35,40,72,32,45,16,31,45,31,38,35,52,28,25,219,135,31,37,52,31,21,26,80,51,46,26,55,14,55,33,65,50,46,41,47,44,48,21,46,39,37,32,22,28,31,28,37,28,41,63,45,24,25,29,54,32,50,38,50,9,33,42,45,26,32,43,35,44,43,45,29,38,34,15,40,39,32,36,30,54,92,52,52,55,36,45,42,30,31,48,40,38,44,27,39,24,40,30,46,51,39,37,35,36,40,35,38,41,21,46,51,34,57,27,29,16,57,35,53,32,19,30,25,5,35,35,46,56,55,27,54,48,38,45,32,18,49,60,23,53,55,39,50,8,11,44,11,15,16,14,28,31,26,20,10,17,28,31,14,24,42,71,50,45,31,58,39,8,27,53,28,36,36,52,31,30,29,35,53,28,29,36,31,93,78,72,24,14,8,41,43,40,39,39,35,20,31,19,96,47,33,24,32,34,22,27,36,42,44,19,31,42,85,33,39,28,35,21,17,10,21,28,26,9,42,32,30,17,22,39,15,29,11,41,20,35,24,45,30,34,24,5,15,23,22,28,12,31,27,32,32,44,52,65,15,41,23,24,24,31,15,24,23,35,13,41,29
150233500,63,78,73,36,30,52,69,37,20,37,87,25,51,33,97,18,33,81,45,35,30,44,27,21,55,69,73,42,26,41,53,56,107,42,39,48,79,41,34,72,60,34,33,47,33,75,39,51,16,24,44,27,52,37,47,29,40,214,124,38,37,52,32,19,28,73,82,66,33,37,25,42,47,52,42,43,26,50,41,45,29,58,56,41,29,23,17,47,36,45,34,32,62,51,46,35,41,55,32,58,26,43,14,44,42,44,15,34,36,29,48,49,50,49,35,41,19,41,45,32,35,52,41,75,47,42,62,42,42,40,39,50,45,23,33,30,33,51,16,47,39,37,56,56,32,35,47,46,39,40,51,25,64,48,38,41,24,33,24,47,33,50,38,33,25,14,15,29,47,69,62,48,24,54,37,24,42,28,20,55,53,29,36,66,62,44,13,27,62,4,17,18,25,41,31,22,36,22,37,29,54,7,40,32,73,46,23,33,94,41,5,21,47,36,24,30,88,36,12,23,21,50,19,26,44,39,48,81,83,19,26,10,33,45,42,44,51,31,26,27,26,84,38,31,20,26,53,22,18,57,36,43,30,39,37,79,33,32,28,43,26,23,7,70,39,27,10,67,36,30,15,21,37,33,28,8,66,18,39,27,35,34,32,36,10,32,28,25,32,22,27,42,43,27,42,36,58,17,39,41,21,25,30,25,23,25,29,21,35,32
